group,Home Improvement Contractor,Debt Collection Agency,Hospitality and Food Services,Process Serving Agency,Pool or Billiard Room,Service Providers,Scale Dealer Repairer,General Vendor Distributor,Specialty Services,Scrap Metal Processor,Auction House Premises,Parking Lot,Sidewalk Cafe,Bingo Game Operator,Horse Drawn Cab Owner,Booting Company,Cabaret,root,Tow Truck Company,Amusement Device Temporary,Employment Agency,Secondhand Dealer - General,Special Sale,Storage Warehouse,Cigarette Retail Dealer,Newsstand,Amusement Arcade,Property and Real Estate,Electronics Store,Games of Chance,Secondhand Dealer - Auto,Transportation and Storage,Tow Truck Exemption,Amusement Device Permanent,Secondhand Dealer - Firearms,Pedicab Business,Laundry Jobber,Entertainment and Leisure,Amusement Device Portable,Dealer In Products,Gaming Cafe,Stoop Line Stand,Laundry,Commercial Lessor,Sightseeing Bus,Catering Establishment,Electronic & Appliance Service,Garage and Parking Lot,Garage,Retail and Sales
15339,6,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,7,0,0,6,1,0,3,2,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,1,17
12865,11,1,3,0,0,14,0,0,0,0,0,0,3,0,0,0,0,53,0,0,0,5,0,0,13,1,0,4,5,0,0,3,0,0,0,1,1,0,0,1,0,4,3,0,0,0,2,0,2,29
12045,7,5,0,0,0,15,0,0,0,0,0,1,0,0,0,0,1,44,0,0,1,5,0,0,11,0,0,3,2,0,2,1,0,0,0,0,2,1,0,1,0,3,1,0,0,0,2,0,0,24
33854,7,0,2,1,0,11,0,0,0,0,0,1,2,0,0,0,0,45,1,0,1,6,0,0,12,0,0,6,3,0,0,4,0,0,0,1,1,0,0,1,0,0,5,0,0,0,2,0,1,22
11020,19,2,3,0,0,25,0,0,0,0,0,3,3,0,0,0,0,63,0,0,1,3,0,0,9,1,0,5,4,0,1,6,0,0,0,0,1,1,1,2,0,3,4,0,1,0,3,1,1,23
11704,11,1,1,0,0,13,0,0,0,0,0,0,1,0,0,0,0,38,1,0,0,7,0,0,6,0,0,3,2,0,0,5,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,4,16
8216,5,2,3,0,0,9,0,0,0,0,0,1,3,0,0,0,0,41,0,0,1,5,0,0,11,0,0,3,1,0,2,2,0,0,0,0,0,2,2,2,0,1,3,0,0,0,1,0,1,22
31796,4,0,2,0,0,4,0,0,0,0,0,0,2,0,0,0,0,38,0,0,0,7,0,0,12,0,0,2,6,0,0,1,0,0,0,0,2,1,1,0,0,3,0,0,0,0,0,0,1,28
39041,10,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,11,0,0,11,0,0,7,5,0,2,2,0,0,0,0,4,0,0,1,0,2,3,0,0,0,0,0,2,32
11795,10,1,2,0,0,11,0,0,0,0,0,0,2,0,0,0,1,45,1,0,0,6,0,1,8,0,0,0,6,0,0,5,0,0,0,0,0,4,3,1,0,2,0,0,0,0,0,0,3,23
32269,2,0,2,1,0,5,0,0,0,0,0,0,2,0,0,0,0,29,0,0,0,4,0,0,7,0,0,2,6,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,2,0,0,19
38163,12,0,1,0,0,12,0,0,0,0,0,0,1,0,0,0,0,49,1,0,0,4,0,0,10,0,0,5,6,0,2,5,0,0,0,0,3,0,0,2,0,2,2,0,0,0,0,0,4,26
35330,7,1,2,0,0,12,0,0,0,0,0,0,2,0,0,0,2,46,0,0,0,8,0,0,10,1,0,3,1,0,1,2,0,0,0,0,1,2,0,0,0,4,2,0,0,0,4,0,2,25
22789,11,1,1,0,0,15,0,0,0,0,0,1,1,0,0,0,0,46,1,0,0,9,0,0,6,0,0,6,0,0,0,6,0,0,0,0,1,1,1,0,0,2,5,0,0,0,3,1,3,17
20371,9,2,1,0,0,14,0,0,0,0,0,1,1,0,0,0,1,38,1,0,0,6,0,0,7,0,0,2,2,0,1,2,0,0,0,0,1,2,0,0,1,1,1,0,0,0,3,0,0,17
20999,11,2,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,45,1,0,0,2,0,0,10,0,1,4,5,1,0,3,0,0,0,0,1,2,0,0,0,1,3,0,0,0,3,0,2,18
29679,15,1,0,1,0,21,0,0,0,0,0,1,0,0,1,0,1,55,0,0,0,6,0,0,6,0,0,5,6,0,1,5,0,0,0,1,1,1,0,1,0,3,4,0,0,0,4,0,2,23
39300,16,3,1,0,0,21,0,0,0,0,0,0,1,0,0,0,0,49,0,0,0,6,0,0,8,0,0,4,1,0,1,3,0,0,0,0,2,1,1,2,0,1,2,0,0,0,2,1,2,19
42556,14,4,1,0,0,20,0,0,0,0,0,0,1,0,0,0,0,49,0,0,0,8,0,0,9,0,0,4,4,0,0,0,0,0,0,0,1,0,0,1,0,2,3,0,0,0,2,0,0,24
40322,6,1,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,27,1,0,0,4,0,0,7,0,0,1,3,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,15
14660,4,3,2,0,0,9,0,0,0,0,0,0,2,0,0,0,0,46,1,0,0,5,0,0,14,0,1,4,3,0,1,4,0,0,0,0,1,1,0,1,0,2,3,0,0,0,2,0,3,26
19584,16,1,2,0,0,19,0,0,0,0,0,2,2,0,0,0,0,70,1,0,0,10,0,0,11,0,0,8,4,1,2,4,0,2,0,0,5,5,2,0,0,5,3,0,0,0,2,0,1,32
11783,6,2,2,0,0,11,0,0,0,0,0,2,2,0,0,0,0,48,1,0,0,7,0,1,10,0,0,1,6,0,1,5,0,0,0,0,0,1,1,1,0,3,1,0,0,0,3,0,1,28
11461,6,2,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,52,0,0,1,3,0,1,11,1,0,3,6,0,2,4,0,0,0,0,2,2,2,1,0,6,1,0,1,0,4,0,0,30
32565,5,1,2,0,0,7,0,0,1,1,0,0,2,0,0,0,0,30,0,0,0,5,0,0,8,0,0,3,1,0,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,0,1,0,0,16
11524,5,2,1,0,0,8,0,0,0,0,0,3,1,0,0,0,0,46,0,0,0,8,0,1,8,1,0,7,2,0,1,4,0,0,0,0,3,1,1,1,0,4,4,0,0,0,1,0,0,25
11333,12,1,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,59,0,0,0,16,0,0,9,0,0,6,3,0,3,3,0,0,0,0,4,1,1,1,0,4,2,0,0,0,0,0,2,36
18348,9,2,0,0,0,15,0,0,1,1,0,2,0,0,0,0,1,50,1,0,1,8,0,0,6,0,0,3,6,0,1,6,0,0,0,0,0,1,0,0,0,3,3,0,0,0,3,0,3,24
650,6,0,1,0,0,8,0,0,0,0,0,0,1,0,0,0,0,42,0,0,1,3,0,0,11,1,0,6,6,1,1,2,0,0,0,0,3,2,1,0,0,1,3,0,0,0,1,0,2,23
11562,7,1,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,37,0,0,0,6,0,0,11,1,0,0,3,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,26
24834,10,1,2,0,0,13,0,0,0,0,0,0,2,0,0,0,0,47,2,0,1,6,0,0,8,0,0,7,2,0,0,4,0,0,0,0,2,2,2,1,0,2,5,0,0,0,1,0,2,19
19993,5,2,1,0,0,11,0,0,0,0,0,0,1,0,0,0,0,44,1,0,1,8,0,0,3,0,0,5,3,0,4,5,0,0,0,1,0,1,1,1,0,2,5,0,0,0,3,1,2,21
28355,13,1,0,0,0,19,0,0,0,0,0,1,0,0,0,0,1,43,2,0,0,0,0,0,9,0,0,3,2,0,1,3,0,0,0,0,1,1,0,1,0,4,2,0,0,0,5,0,0,17
37510,8,3,2,0,1,11,0,0,0,0,0,2,2,0,0,0,1,49,1,0,0,6,0,0,5,0,0,5,7,0,2,5,0,0,0,0,2,2,0,0,0,4,3,0,0,0,0,0,2,24
18014,8,2,0,0,0,12,0,0,1,1,0,0,0,0,0,0,0,36,0,0,0,7,0,0,7,0,0,2,1,0,0,3,0,0,0,1,0,0,0,0,0,3,2,0,0,0,2,0,2,18
20618,10,3,0,0,0,18,0,0,0,0,0,2,0,0,0,0,1,62,1,0,3,9,0,0,14,0,0,5,3,0,2,5,0,0,0,0,1,1,0,3,0,2,4,0,0,0,2,0,2,33
30469,17,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,57,2,0,0,7,0,0,9,0,0,8,5,1,1,2,0,0,0,0,2,1,0,0,0,4,6,0,0,0,1,0,0,26
39601,9,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,1,42,0,0,0,6,0,0,11,0,0,4,4,0,1,0,0,0,0,0,3,2,1,0,0,4,1,0,0,0,0,0,0,26
35613,9,1,1,0,0,12,0,0,0,0,0,0,1,0,0,0,0,42,0,0,0,5,0,0,7,1,0,9,3,0,1,0,0,0,0,0,2,1,1,0,0,2,7,0,0,0,2,0,0,19
11140,11,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,56,1,0,1,3,0,0,11,0,0,7,8,0,1,4,0,0,0,1,2,0,0,2,0,2,5,0,0,0,3,0,2,27
43975,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,35,1,0,0,5,0,1,6,0,0,1,4,0,0,2,0,1,0,0,1,3,1,1,0,4,0,0,0,0,2,0,0,20
22534,11,1,1,0,0,15,0,0,0,0,0,1,1,0,0,0,0,46,0,0,1,9,0,0,7,0,0,6,1,0,1,4,0,1,0,0,1,1,0,0,0,1,5,0,0,0,2,0,3,19
23708,9,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,58,1,0,0,4,0,0,17,0,0,10,6,1,0,3,0,0,0,0,5,2,1,2,0,1,5,0,0,0,2,0,2,30
24194,11,0,1,0,1,14,0,0,0,0,1,0,1,0,0,0,0,59,0,0,1,8,0,0,13,1,0,6,5,0,0,6,0,1,0,1,1,3,1,0,0,1,5,0,0,0,2,0,5,29
31957,4,2,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,34,1,0,0,3,0,0,6,0,0,2,4,0,2,5,1,0,0,1,2,0,0,1,0,3,0,0,0,0,1,0,2,19
12030,14,2,2,0,0,20,0,0,0,0,0,0,2,0,0,0,0,65,1,0,1,9,0,0,9,0,0,6,3,0,1,5,0,1,0,0,3,2,1,2,0,6,3,0,0,0,3,0,4,30
11612,4,1,3,0,1,10,0,0,0,0,0,0,3,1,1,0,0,57,1,0,1,12,1,0,11,0,0,4,5,0,1,3,0,0,0,0,2,3,1,2,0,2,2,0,0,0,4,0,1,34
19984,9,1,2,0,0,12,0,0,0,0,0,0,2,0,0,0,0,40,1,0,0,7,0,0,8,0,0,2,2,0,1,3,0,0,0,0,2,0,0,0,0,3,0,0,0,0,2,0,2,21
18154,8,1,2,0,0,10,0,0,0,0,0,1,2,0,0,0,0,41,0,0,0,6,0,0,5,0,0,5,1,1,4,4,0,0,0,0,2,1,0,0,0,3,3,0,0,0,1,0,3,19
36762,7,0,2,0,0,7,0,0,0,0,0,1,2,0,0,0,0,42,0,0,0,7,0,0,11,1,0,2,5,0,2,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,29
17522,9,2,0,0,0,12,0,0,0,0,1,0,0,1,0,0,1,57,0,0,0,8,0,0,18,0,0,7,2,1,0,0,0,0,0,0,1,3,0,1,0,5,6,0,0,0,1,0,0,35
31661,9,2,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,41,1,0,0,4,0,0,17,0,0,3,1,0,1,2,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,24
38674,7,2,0,0,0,10,0,1,0,0,1,0,0,0,0,0,0,49,1,0,1,7,0,0,10,0,0,9,1,0,2,5,0,0,0,0,4,0,0,1,0,2,5,0,0,0,0,0,4,25
22008,15,1,2,1,1,18,0,0,0,0,0,0,2,0,0,0,0,55,1,0,0,10,0,0,9,0,0,7,3,0,1,1,0,1,0,0,3,2,0,0,0,2,4,0,0,0,1,0,0,25
28164,4,1,2,0,0,8,0,0,0,0,0,0,1,0,0,0,0,33,0,0,1,2,0,0,9,0,0,3,3,0,2,1,0,1,0,0,3,1,0,0,0,2,0,0,0,1,2,0,1,18
11234,11,2,3,0,0,19,0,0,0,0,0,1,3,0,0,0,0,61,5,0,1,6,0,0,13,0,0,3,5,0,1,10,0,0,0,1,1,0,0,0,0,1,2,0,0,0,5,0,3,26
37785,14,3,2,0,0,18,0,0,0,0,0,0,2,0,0,0,0,49,0,0,0,6,0,0,12,0,0,5,2,0,0,1,0,0,0,0,4,0,0,1,0,2,1,0,0,0,1,0,1,23
21506,9,0,1,0,0,10,0,0,0,0,0,1,1,0,0,0,0,35,0,0,0,7,0,0,4,0,0,3,1,0,1,5,0,0,0,1,1,1,1,1,0,1,2,0,0,0,1,0,3,15
20867,9,0,3,0,0,13,0,0,1,1,0,1,3,0,0,0,0,38,0,0,0,2,0,0,9,0,0,1,3,0,0,5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,4,0,3,15
13572,9,1,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,51,0,0,0,10,0,0,10,1,0,2,6,1,2,2,0,0,0,1,0,1,0,1,0,3,2,0,0,0,3,0,0,33
10223,11,1,1,1,1,18,0,0,0,0,0,1,1,0,0,0,0,63,0,0,1,11,0,0,14,0,0,5,4,0,0,4,1,0,0,0,3,1,0,2,0,3,2,0,0,0,4,0,2,34
23810,12,1,0,0,0,15,0,0,0,0,0,2,0,0,0,0,0,54,0,0,1,7,0,0,9,1,0,5,5,0,1,5,0,0,0,0,2,0,0,2,0,4,3,0,0,0,1,1,2,29
28163,14,2,4,0,0,19,0,0,0,0,1,0,4,0,0,0,0,53,1,0,0,5,0,0,9,0,0,5,3,0,1,3,1,0,0,0,2,0,0,0,0,3,3,0,0,0,3,0,1,22
27521,16,3,1,1,0,23,0,0,0,0,0,3,1,0,0,0,0,53,1,0,0,4,0,0,8,1,0,3,2,1,3,5,0,0,0,1,3,2,1,0,0,1,0,0,0,0,3,0,0,19
38813,11,0,2,0,0,11,0,0,0,0,0,1,2,0,0,0,0,58,0,0,0,10,0,0,24,0,0,4,2,0,0,3,0,0,0,2,2,1,1,1,0,0,2,0,0,0,0,0,0,37
40091,11,0,1,0,0,11,0,0,0,0,0,0,1,0,0,0,1,45,0,0,0,7,0,0,9,0,0,3,4,0,0,3,0,0,0,0,1,2,1,0,0,5,2,0,0,0,0,0,3,25
16217,15,2,1,0,1,22,0,0,0,0,0,0,1,0,0,0,0,49,0,0,0,6,0,0,6,0,0,8,2,0,0,1,0,0,0,0,4,1,0,0,0,2,4,0,0,0,5,0,1,16
22402,16,1,3,0,0,22,0,0,1,1,0,1,3,0,0,0,0,64,2,0,2,7,0,0,9,0,0,7,4,1,1,6,0,0,0,1,4,2,1,0,0,2,3,0,0,0,3,0,2,23
27264,7,1,3,0,0,11,0,0,0,0,0,0,3,0,0,0,0,50,0,0,0,7,0,0,11,0,0,6,5,0,0,3,0,0,0,0,3,1,1,0,0,3,3,0,0,0,3,0,3,26
25638,15,1,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,62,0,0,0,5,0,0,17,0,0,5,4,2,0,4,0,0,0,0,3,3,1,2,0,1,2,0,0,0,5,0,3,29
31421,6,2,2,0,0,9,0,0,0,0,0,2,2,0,1,0,1,45,0,0,0,3,0,0,16,0,0,2,1,0,1,5,0,0,0,0,1,2,1,2,0,2,1,0,0,0,1,1,1,25
42983,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0,0,4,0,0,2,2,0,0,1,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,1,14
20355,12,4,1,0,0,21,0,0,1,1,0,0,1,0,0,0,1,57,0,0,2,6,0,0,12,0,0,5,3,0,2,0,0,0,0,0,1,3,2,0,0,3,4,0,0,0,3,0,0,26
24989,7,1,2,0,0,10,0,1,0,0,0,1,2,0,0,0,0,54,1,0,0,8,0,0,8,0,0,8,6,2,3,3,0,0,0,0,5,2,0,1,0,2,3,0,0,0,2,0,1,29
27779,11,2,1,0,0,18,0,0,0,0,0,0,1,0,0,0,0,40,0,0,1,1,0,0,5,0,0,4,4,0,4,0,0,0,0,0,3,1,1,0,0,2,1,0,0,0,4,0,0,16
24576,10,2,1,0,0,14,0,0,0,0,0,0,1,0,0,0,1,48,0,0,0,5,0,0,12,1,0,4,3,0,0,1,1,1,0,0,2,2,0,1,0,4,2,0,0,0,2,0,0,26
35470,14,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,63,1,0,0,10,0,1,10,0,0,6,5,0,1,8,0,0,0,1,1,1,1,0,0,5,5,0,0,0,2,0,5,31
21773,8,0,1,0,0,11,0,0,0,0,0,1,1,0,0,0,0,32,0,0,1,2,0,0,7,0,0,3,3,0,1,2,0,0,0,0,3,1,1,1,0,0,0,0,0,0,2,0,1,14
31307,8,0,3,0,0,9,0,0,0,0,0,0,2,0,0,0,1,43,1,0,0,4,0,0,13,0,0,2,2,0,1,5,0,0,0,1,1,2,1,1,0,1,1,0,0,1,1,0,3,22
25746,11,1,2,0,0,13,0,0,0,0,0,0,2,0,0,0,0,38,1,0,0,6,0,0,7,0,0,2,2,0,1,4,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,17
43127,10,2,1,1,0,15,0,0,0,0,0,0,1,0,0,0,0,47,3,0,0,9,0,0,6,0,0,4,4,0,0,3,0,0,0,0,1,0,0,0,0,5,3,0,0,0,2,0,0,24
29079,5,0,3,0,0,9,0,0,0,0,0,0,2,0,0,0,0,38,1,0,1,6,0,0,8,0,0,5,1,0,0,2,0,0,0,0,2,1,1,1,0,2,3,0,0,1,3,0,1,18
42325,6,0,4,0,0,6,0,0,0,0,1,1,3,0,0,0,0,45,1,0,0,7,0,0,9,0,0,5,2,0,4,2,0,0,0,0,1,0,0,0,0,5,4,0,0,1,0,0,0,28
23814,6,1,3,0,0,9,0,0,0,0,0,1,3,0,0,0,0,32,0,0,1,5,0,0,7,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,1,15
23554,12,0,1,0,0,19,0,0,0,0,0,0,1,0,0,0,1,61,3,0,2,10,0,0,11,2,0,7,2,0,0,5,0,0,0,1,4,2,1,1,0,1,3,0,0,0,5,0,1,27
22406,10,0,4,0,0,12,0,0,0,0,0,1,4,0,0,0,0,39,0,0,2,6,0,0,3,0,0,4,2,0,1,2,0,0,0,0,2,1,1,2,0,2,2,0,0,0,0,1,0,16
16374,10,0,1,1,1,15,0,0,0,0,0,1,1,0,0,0,0,46,0,0,1,5,0,0,9,0,0,3,4,0,1,2,0,0,0,1,0,3,2,1,0,2,3,0,0,0,3,0,0,22
24115,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,51,2,0,0,11,0,0,10,2,1,6,4,0,1,4,1,0,0,0,2,1,0,1,0,1,4,0,0,0,3,0,1,30
38150,7,0,1,0,0,8,0,0,0,0,0,0,1,0,0,0,0,42,0,0,0,9,0,0,10,0,1,2,5,0,0,4,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,2,2,26
20501,10,2,1,0,0,15,0,0,0,0,0,0,1,1,0,0,0,44,2,0,1,8,0,0,5,0,0,2,4,0,1,5,0,0,0,0,1,2,1,0,0,1,1,0,0,0,2,1,2,19
37012,13,1,3,0,0,15,0,0,0,0,0,0,3,0,0,0,1,44,0,0,1,9,0,0,5,0,0,5,4,0,0,0,0,0,0,0,5,1,0,1,0,1,0,0,0,0,0,0,0,20
43181,3,1,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,6,0,0,6,1,0,2,2,0,1,1,0,0,0,0,0,1,1,2,0,2,2,0,0,0,2,0,1,20
12967,12,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,30,0,0,2,4,0,0,3,0,0,2,2,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,1,9
19783,9,2,2,0,0,14,0,0,0,0,0,0,2,0,0,0,0,48,0,0,1,7,0,0,9,0,0,5,3,0,2,4,0,0,0,0,3,0,0,0,0,2,2,0,0,0,2,0,4,23
20360,16,3,1,0,0,21,0,0,1,1,0,2,1,0,0,0,0,57,1,0,0,8,0,1,8,0,0,6,3,0,1,5,0,0,0,0,2,1,1,0,0,2,4,0,0,0,2,0,1,22
39842,9,0,2,0,0,11,0,0,0,0,0,0,2,0,0,0,1,45,0,0,0,12,0,0,7,0,0,4,3,0,1,2,1,0,0,0,1,1,0,0,0,2,3,0,0,0,2,1,0,25
35238,13,0,1,0,0,16,0,0,0,0,0,0,1,0,0,0,0,63,1,0,1,8,0,1,14,0,0,9,8,0,1,5,0,0,0,0,5,0,0,0,0,1,4,0,0,0,2,0,3,32
38452,5,2,2,1,0,10,0,0,1,1,0,1,2,0,1,0,0,47,0,0,0,6,0,0,11,0,0,6,1,0,1,6,0,0,0,0,3,2,1,1,1,0,3,0,0,0,2,1,3,20
22430,4,0,2,0,0,9,0,0,0,0,0,0,2,0,0,0,0,37,1,0,1,5,0,0,5,2,0,5,3,0,1,1,0,0,0,0,0,1,1,0,0,3,5,0,0,0,4,0,0,19
23211,9,2,1,0,0,13,0,0,1,1,0,0,1,0,0,0,0,59,0,0,0,1,0,0,21,1,0,6,5,0,1,2,0,2,0,0,2,2,0,0,0,5,4,0,0,0,2,0,2,34
35078,21,3,1,0,0,28,0,0,0,0,0,1,1,0,0,0,0,68,0,0,0,11,0,0,9,1,0,4,4,0,2,3,0,0,0,0,1,0,0,0,0,5,3,0,0,0,4,0,2,32
26144,9,2,3,0,1,14,0,0,0,0,0,1,3,0,0,0,0,55,0,0,1,9,0,0,5,1,0,4,3,1,0,5,0,0,0,1,3,3,1,1,0,7,1,0,0,0,2,0,3,26
34663,8,0,2,0,0,9,0,0,0,0,0,1,2,0,1,0,0,46,1,0,1,5,0,1,8,0,0,6,3,0,2,9,0,0,0,0,2,1,1,0,0,1,4,0,0,0,0,0,5,19
10830,12,2,1,1,0,21,0,0,0,0,0,1,1,0,0,0,1,67,1,0,0,12,0,0,17,1,0,3,1,0,1,3,0,0,0,0,1,2,1,1,0,4,2,0,0,0,6,0,1,37
25356,8,2,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,49,1,0,0,4,0,0,12,2,0,5,3,0,0,7,0,0,0,1,3,1,1,1,0,1,2,0,0,0,3,0,4,23
43027,3,1,2,0,0,6,0,0,1,1,0,0,2,0,1,0,0,36,1,0,0,5,0,1,5,0,0,4,2,0,1,4,0,0,0,1,1,3,2,0,1,3,3,0,0,0,2,0,0,16
10928,15,1,5,0,0,17,0,0,0,0,0,1,4,0,0,0,0,58,2,0,0,5,0,0,11,1,0,2,4,0,4,6,0,0,0,1,1,0,0,2,0,1,1,0,0,1,1,1,1,28
40209,12,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,8,0,0,11,1,0,3,3,0,2,1,0,0,0,0,2,0,0,0,0,2,1,0,0,0,4,0,1,27
26507,13,1,1,0,0,17,0,0,0,0,0,1,1,0,1,0,0,56,2,0,0,2,0,1,12,1,0,12,1,0,1,7,0,0,0,1,5,2,2,0,0,0,7,0,0,0,3,0,1,17
30029,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,30,1,0,1,7,0,0,3,0,0,5,1,0,0,2,0,0,0,0,1,0,0,1,0,2,4,0,0,0,0,0,1,14
20609,15,3,5,0,0,21,0,0,0,0,0,1,4,0,0,0,0,73,1,0,1,9,0,0,12,0,0,9,3,0,0,7,0,0,0,0,3,3,3,1,0,3,6,0,0,1,2,0,5,28
25870,10,1,1,0,0,13,0,0,0,0,0,2,1,0,0,0,0,40,0,0,1,1,0,0,7,0,0,7,2,0,1,6,0,0,0,1,2,0,0,2,0,0,5,0,0,0,1,0,3,13
25379,10,1,2,0,0,13,0,0,0,0,0,2,2,0,0,0,2,53,2,0,0,5,0,0,13,0,0,4,3,0,3,5,0,0,0,0,2,2,0,1,0,2,1,1,0,0,2,0,1,27
31854,4,2,2,0,0,6,0,0,0,0,0,1,2,0,0,0,0,39,2,0,0,5,0,0,8,0,0,4,3,0,2,5,0,0,0,0,2,1,1,1,0,2,2,0,0,0,0,1,1,21
21638,8,2,2,0,0,13,0,0,0,0,1,0,1,0,0,0,0,50,1,0,0,4,0,0,11,2,0,2,6,0,0,4,0,0,0,1,0,1,1,1,0,3,2,0,0,1,3,0,2,28
13276,6,2,1,0,0,13,1,0,0,0,0,1,1,1,0,0,0,48,2,0,1,12,0,0,7,1,0,1,4,2,0,4,0,0,0,0,0,3,0,0,0,2,1,0,0,0,3,0,1,26
39235,8,1,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,0,0,11,0,0,4,4,0,1,4,0,1,0,0,0,2,0,4,1,6,4,0,0,0,4,1,3,33
26113,7,0,2,0,0,7,0,0,0,0,0,0,2,0,0,0,0,36,1,0,0,7,0,0,6,0,0,3,1,0,2,6,0,0,0,2,2,1,1,0,0,1,1,0,0,0,0,0,3,17
27555,5,1,0,0,0,9,0,0,1,0,0,0,0,0,0,1,0,37,0,0,1,7,0,0,6,0,0,2,5,0,0,4,0,0,0,0,0,0,0,2,0,1,2,0,0,0,2,1,3,21
40200,14,1,3,0,0,16,0,0,0,0,0,1,3,0,0,0,0,63,0,0,0,16,0,0,10,0,0,8,2,0,0,3,0,0,0,0,2,0,0,2,0,3,6,0,0,0,1,0,2,33
34813,5,2,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,30,0,0,0,2,0,0,7,0,0,4,3,0,2,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,2,14
43051,5,2,1,2,0,10,0,0,0,0,0,0,1,1,0,0,0,31,1,0,1,1,0,0,7,1,0,3,3,0,1,1,0,0,0,0,0,1,0,1,0,1,3,0,0,0,0,0,0,15
15620,4,0,1,0,0,5,0,0,0,0,0,1,1,0,0,0,0,35,0,0,0,2,0,0,9,1,0,5,6,0,1,3,0,0,0,1,1,0,0,0,0,2,4,0,0,0,1,0,1,21
39701,10,2,2,0,0,13,0,0,0,0,0,1,2,0,0,0,0,56,0,0,0,10,0,0,16,0,0,5,4,1,0,1,0,0,0,0,4,2,1,0,0,3,1,0,0,0,1,0,0,33
20741,14,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,59,0,0,1,6,0,0,16,0,0,6,3,0,2,1,0,0,0,0,2,1,0,3,0,2,4,0,0,0,3,0,1,32
198,18,2,3,0,0,29,0,0,0,0,0,0,2,0,0,0,0,67,1,0,1,8,0,0,9,0,0,7,1,0,1,3,0,0,0,0,4,2,1,2,1,2,3,0,0,1,8,0,2,23
17831,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,40,1,0,0,5,0,0,12,0,0,5,3,0,0,4,0,0,0,1,2,0,0,1,0,2,3,0,0,0,3,0,2,23
24452,15,2,0,0,0,23,0,0,0,0,0,0,0,0,0,0,1,64,0,0,2,12,0,0,15,0,0,2,5,0,1,1,0,0,0,0,1,1,0,2,0,2,1,0,0,0,4,0,1,37
13027,7,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,24,0,0,0,4,0,0,5,0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,13
15155,12,3,1,1,0,17,0,0,0,0,0,1,1,0,0,0,0,37,0,0,0,4,0,0,5,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,15
24337,10,2,2,0,0,14,0,0,0,0,0,0,2,0,0,0,1,49,1,0,0,6,0,0,10,1,0,5,2,1,0,5,0,0,0,1,1,2,0,0,0,2,4,0,0,0,2,0,3,21
